job_title,job_category,required_skills,job_id,shop_type,salary_per_day,salary_type,number_of_openings,max_distance_km,retailer_verified,job_status,is_blocked,shift_type,working_days,seasonal_job,season_name,combined_text,shop_name,address_line,area,city,state,pincode,latitude,longitude
"manager, staff claims & account payable",accounting,"basic accounting, excel basics, record maintenance, data entry",68798f1f-945f-47f3-b86f-a1f678cbf10f,petrol pump,400,daily,3,8,True,approved,False,evening,weekdays,False,none,"manager, staff claims & account payable basic accounting, excel basics, record maintenance, data entry accounting petrol pump evening weekdays",,,,,,,,
"manager, staff claims & account payable",accounting,"basic accounting, excel basics, record maintenance, data entry",e864d73f-b8ca-49c4-870f-f23b7c50e528,supermarket,350,daily,1,8,True,approved,False,holiday,weekdays+holidays,True,summer,"manager, staff claims & account payable basic accounting, excel basics, record maintenance, data entry accounting supermarket holiday weekdays+holidays",,,,,,,,
executive / assistant manager of training department,retail assistant,"inventory support, store assistance, multitasking, shelf arrangement",26db1530-0292-4916-9c10-be8e721215f1,bakery,350,daily,3,3,True,approved,False,holiday,weekends,False,none,"executive / assistant manager of training department inventory support, store assistance, multitasking, shelf arrangement retail assistant bakery holiday weekends",,,,,,,,
executive / assistant manager of training department,retail assistant,"inventory support, store assistance, multitasking, shelf arrangement",e73da128-5577-4927-8221-6e2a8081e486,bakery,400,daily,5,2,True,approved,False,evening,weekdays,True,onam,"executive / assistant manager of training department inventory support, store assistance, multitasking, shelf arrangement retail assistant bakery evening weekdays",,,,,,,,
sales manager,sales,"stock handling, communication skills, customer interaction, sales",68622ff1-1c7e-4177-acc4-6a2141a74187,supermarket,350,daily,12,10,True,approved,False,evening+holiday,weekends,True,christmas,"sales manager stock handling, communication skills, customer interaction, sales sales supermarket evening+holiday weekends",,,,,,,,
sales manager,sales,"stock handling, communication skills, customer interaction, sales",037994f6-b324-4f3f-aedc-15ce4df108b7,retail shop,450,daily,7,10,True,approved,False,evening+holiday,weekdays+holidays,True,christmas,"sales manager stock handling, communication skills, customer interaction, sales sales retail shop evening+holiday weekdays+holidays",,,,,,,,
account assistant,accounting,"basic accounting, data entry, excel basics, record maintenance",de3e1e69-1f0b-4c17-8cf3-142cdd5fd921,bakery,450,daily,1,2,True,approved,False,holiday,weekends,False,none,"account assistant basic accounting, data entry, excel basics, record maintenance accounting bakery holiday weekends",,,,,,,,
account assistant,accounting,"basic accounting, data entry, excel basics, record maintenance",ca9af04d-02b0-430a-8313-c60c98957c77,retail shop,450,daily,2,2,True,approved,False,evening,weekdays,True,festival,"account assistant basic accounting, data entry, excel basics, record maintenance accounting retail shop evening weekdays",,,,,,,,
account assistant,accounting,"basic accounting, data entry, excel basics, record maintenance",7dd33751-61f0-4698-a636-3cbc130564b1,parts supplier,400,daily,7,3,True,approved,False,holiday,weekdays+holidays,False,none,"account assistant basic accounting, data entry, excel basics, record maintenance accounting parts supplier holiday weekdays+holidays",,,,,,,,
account assistant,accounting,"basic accounting, data entry, excel basics, record maintenance",c9bc39b4-fbe1-43fb-8776-5ad06507cd59,parts supplier,450,daily,1,5,True,approved,False,holiday,weekends,True,exam_break,"account assistant basic accounting, data entry, excel basics, record maintenance accounting parts supplier holiday weekends",,,,,,,,
assistant vice president of human capital,retail assistant,"multitasking, inventory support, store assistance, shelf arrangement",cfc53e52-be70-4be6-bc55-fe0e98dcc637,clothing store,350,daily,7,5,True,approved,False,evening+holiday,weekends,True,christmas,"assistant vice president of human capital multitasking, inventory support, store assistance, shelf arrangement retail assistant clothing store evening+holiday weekends",,,,,,,,
assistant vice president of human capital,retail assistant,"multitasking, inventory support, store assistance, shelf arrangement",a6090948-0666-459a-95e6-43ba5abd808e,retail shop,300,daily,3,2,True,approved,False,evening+holiday,weekends,True,summer,"assistant vice president of human capital multitasking, inventory support, store assistance, shelf arrangement retail assistant retail shop evening+holiday weekends",,,,,,,,
assistant vice president of human capital,retail assistant,"multitasking, inventory support, store assistance, shelf arrangement",70ce4195-9651-4398-bf61-62a6ecd2d4d1,supermarket,300,daily,1,3,True,approved,False,evening,weekdays,False,none,"assistant vice president of human capital multitasking, inventory support, store assistance, shelf arrangement retail assistant supermarket evening weekdays",,,,,,,,
assistant vice president of human capital,retail assistant,"multitasking, inventory support, store assistance, shelf arrangement",5845489b-2dca-4ed9-b2a3-3307a31388d1,bakery,400,daily,7,2,True,approved,False,evening,weekdays,False,none,"assistant vice president of human capital multitasking, inventory support, store assistance, shelf arrangement retail assistant bakery evening weekdays",,,,,,,,
account executive,accounting,"data entry, excel basics, record maintenance, basic accounting",f0c8c833-e6f1-43ab-987e-0dd64be65cf9,bakery,450,daily,1,10,True,approved,False,evening+holiday,weekends,False,none,"account executive data entry, excel basics, record maintenance, basic accounting accounting bakery evening+holiday weekends",,,,,,,,
account executive,accounting,"data entry, excel basics, record maintenance, basic accounting",95f4afa6-8c1c-4d4d-b7e6-753c98b0b365,retail shop,450,daily,10,3,True,approved,False,holiday,weekends,True,christmas,"account executive data entry, excel basics, record maintenance, basic accounting accounting retail shop holiday weekends",,,,,,,,
executive-sales,sales,"stock handling, communication skills, customer interaction, sales",9d515bdd-c3ca-435f-a773-a47ea6e7fa25,supermarket,350,daily,2,8,True,approved,False,evening+holiday,weekends,False,none,"executive-sales stock handling, communication skills, customer interaction, sales sales supermarket evening+holiday weekends",,,,,,,,
executive-sales,sales,"stock handling, communication skills, customer interaction, sales",00e37a7d-7c73-4c18-bb53-a84a1ad2b046,clothing store,350,daily,7,3,True,approved,False,evening,weekdays,True,exam_break,"executive-sales stock handling, communication skills, customer interaction, sales sales clothing store evening weekdays",,,,,,,,
executive-sales,sales,"stock handling, communication skills, customer interaction, sales",3a32cb6c-6a74-4fd2-a65a-17e513b9e1bd,supermarket,300,daily,3,8,True,approved,False,evening+holiday,weekends,True,summer,"executive-sales stock handling, communication skills, customer interaction, sales sales supermarket evening+holiday weekends",,,,,,,,
assistant plant manager,retail assistant,"store assistance, shelf arrangement, inventory support",3f2cdc26-c483-498e-a76a-015d1d146ed7,bakery,350,daily,2,5,True,approved,False,evening+holiday,weekdays+holidays,True,onam,"assistant plant manager store assistance, shelf arrangement, inventory support retail assistant bakery evening+holiday weekdays+holidays",,,,,,,,
assistant plant manager,retail assistant,"store assistance, shelf arrangement, inventory support",7423e16e-791c-418f-9306-b303d1df6922,parts supplier,350,daily,1,8,True,approved,False,evening+holiday,weekends,True,festival,"assistant plant manager store assistance, shelf arrangement, inventory support retail assistant parts supplier evening+holiday weekends",,,,,,,,
assistant plant manager,retail assistant,"store assistance, shelf arrangement, inventory support",6f966c09-db09-48fd-a616-d55d45dfe58d,bakery,300,daily,5,5,True,approved,False,evening+holiday,weekends,False,none,"assistant plant manager store assistance, shelf arrangement, inventory support retail assistant bakery evening+holiday weekends",,,,,,,,
"executive, central sales support",sales,"customer interaction, stock handling, communication skills, sales",eafdcb1e-82b1-417f-ab3a-4f634821bf24,supermarket,300,daily,10,5,True,approved,False,holiday,weekends,True,exam_break,"executive, central sales support customer interaction, stock handling, communication skills, sales sales supermarket holiday weekends",,,,,,,,
"executive, central sales support",sales,"customer interaction, stock handling, communication skills, sales",d1510542-4a84-42c2-ad33-7f1ea96d631c,supermarket,450,daily,1,2,True,approved,False,evening,weekdays,False,none,"executive, central sales support customer interaction, stock handling, communication skills, sales sales supermarket evening weekdays",,,,,,,,
"executive, central sales support",sales,"customer interaction, stock handling, communication skills, sales",60cb14ac-808a-4326-9bfd-16b6db5a8e64,bakery,450,daily,12,8,True,approved,False,holiday,weekends,False,none,"executive, central sales support customer interaction, stock handling, communication skills, sales sales bakery holiday weekends",,,,,,,,
"assistant manager, corporate finance",retail assistant,"multitasking, store assistance, shelf arrangement",efcd474d-3ab0-4c57-aed3-af109042bcd6,supermarket,300,daily,5,3,True,approved,False,holiday,weekends,False,none,"assistant manager, corporate finance multitasking, store assistance, shelf arrangement retail assistant supermarket holiday weekends",,,,,,,,
"assistant manager, corporate finance",retail assistant,"multitasking, store assistance, shelf arrangement",0f22ffce-2ce5-4ca3-b4b2-c37f8f8e8253,parts supplier,400,daily,12,2,True,approved,False,holiday,weekends,False,none,"assistant manager, corporate finance multitasking, store assistance, shelf arrangement retail assistant parts supplier holiday weekends",,,,,,,,
"assistant manager, corporate finance",retail assistant,"multitasking, store assistance, shelf arrangement",f824e086-2798-4939-a44b-2c0d48620c73,supermarket,300,daily,5,8,True,approved,False,evening+holiday,weekdays+holidays,False,none,"assistant manager, corporate finance multitasking, store assistance, shelf arrangement retail assistant supermarket evening+holiday weekdays+holidays",,,,,,,,
inventory control assistant / merchandiser,retail assistant,"store assistance, shelf arrangement, inventory support",bc012226-c051-47f5-b35f-3582e9f26285,parts supplier,400,daily,5,5,True,approved,False,evening+holiday,weekends,True,summer,"inventory control assistant / merchandiser store assistance, shelf arrangement, inventory support retail assistant parts supplier evening+holiday weekends",,,,,,,,
inventory control assistant / merchandiser,retail assistant,"store assistance, shelf arrangement, inventory support",4384e937-f80a-4ffa-8e8c-b0ae8072aaf4,bakery,450,daily,7,10,True,approved,False,evening,weekdays,False,none,"inventory control assistant / merchandiser store assistance, shelf arrangement, inventory support retail assistant bakery evening weekdays",,,,,,,,
accounts executive (fresh/experience),accounting,"excel basics, basic accounting, data entry, record maintenance",112b3eec-da22-41a6-aa0e-b83e449688d7,clothing store,350,daily,7,8,True,approved,False,holiday,weekdays+holidays,False,none,"accounts executive (fresh/experience) excel basics, basic accounting, data entry, record maintenance accounting clothing store holiday weekdays+holidays",,,,,,,,
accounts executive (fresh/experience),accounting,"excel basics, basic accounting, data entry, record maintenance",5ab17344-e660-447e-9b1d-37352c274a7b,supermarket,400,daily,10,10,True,approved,False,evening+holiday,weekends,False,none,"accounts executive (fresh/experience) excel basics, basic accounting, data entry, record maintenance accounting supermarket evening+holiday weekends",,,,,,,,
accounts executive (fresh/experience),accounting,"excel basics, basic accounting, data entry, record maintenance",4ac8e934-e09c-4c3d-8666-6a582c94cb35,bakery,450,daily,5,2,True,approved,False,holiday,weekends,True,onam,"accounts executive (fresh/experience) excel basics, basic accounting, data entry, record maintenance accounting bakery holiday weekends",,,,,,,,
personal assistant to director,retail assistant,"shelf arrangement, store assistance, multitasking",d1bb38dc-bc52-4dc2-888d-a7646feeb733,petrol pump,400,daily,1,10,True,approved,False,evening+holiday,weekdays+holidays,False,none,"personal assistant to director shelf arrangement, store assistance, multitasking retail assistant petrol pump evening+holiday weekdays+holidays",,,,,,,,
personal assistant to director,retail assistant,"shelf arrangement, store assistance, multitasking",d3660435-bc06-4e83-baaa-9e009a7e7037,petrol pump,400,daily,12,8,True,approved,False,holiday,weekends,True,christmas,"personal assistant to director shelf arrangement, store assistance, multitasking retail assistant petrol pump holiday weekends",,,,,,,,
personal assistant,retail assistant,"multitasking, inventory support, shelf arrangement, store assistance",5eaf3018-96ca-4061-8de8-459ee2fee9bd,bakery,300,daily,10,8,True,approved,False,evening,weekdays,True,summer,"personal assistant multitasking, inventory support, shelf arrangement, store assistance retail assistant bakery evening weekdays",,,,,,,,
personal assistant,retail assistant,"multitasking, inventory support, shelf arrangement, store assistance",9775e998-f8f0-4100-9422-a5fed0a53663,retail shop,350,daily,2,5,True,approved,False,holiday,weekdays+holidays,False,none,"personal assistant multitasking, inventory support, shelf arrangement, store assistance retail assistant retail shop holiday weekdays+holidays",,,,,,,,
personal assistant,retail assistant,"multitasking, inventory support, shelf arrangement, store assistance",bd84eb64-4647-47cf-a1e2-a59221035c1b,retail shop,450,daily,3,2,True,approved,False,evening,weekdays,False,none,"personal assistant multitasking, inventory support, shelf arrangement, store assistance retail assistant retail shop evening weekdays",,,,,,,,
personal assistant,retail assistant,"multitasking, inventory support, shelf arrangement, store assistance",0c8e4939-a920-471e-96af-4838ad5a48f8,petrol pump,350,daily,1,5,True,approved,False,holiday,weekends,False,none,"personal assistant multitasking, inventory support, shelf arrangement, store assistance retail assistant petrol pump holiday weekends",,,,,,,,
senior accounts executive,accounting,"data entry, record maintenance, basic accounting, excel basics",67b0d482-faa3-43be-9781-93d29f5a7dfe,parts supplier,400,daily,5,3,True,approved,False,holiday,weekdays+holidays,False,none,"senior accounts executive data entry, record maintenance, basic accounting, excel basics accounting parts supplier holiday weekdays+holidays",,,,,,,,
senior accounts executive,accounting,"data entry, record maintenance, basic accounting, excel basics",39fb6798-1c05-4570-9bf7-bd871242e24a,retail shop,300,daily,10,3,True,approved,False,evening,weekdays,False,none,"senior accounts executive data entry, record maintenance, basic accounting, excel basics accounting retail shop evening weekdays",,,,,,,,
account executive,accounting,"record maintenance, excel basics, basic accounting, data entry",eb305b06-4440-41ea-abd6-636e66982c7d,bakery,400,daily,7,8,True,approved,False,evening,weekdays,False,none,"account executive record maintenance, excel basics, basic accounting, data entry accounting bakery evening weekdays",,,,,,,,
account executive,accounting,"record maintenance, excel basics, basic accounting, data entry",a671de0e-73d4-4982-882f-fd6356378aef,parts supplier,400,daily,3,3,True,approved,False,evening,weekdays,True,christmas,"account executive record maintenance, excel basics, basic accounting, data entry accounting parts supplier evening weekdays",,,,,,,,
accounts officer,accounting,"record maintenance, data entry, excel basics, basic accounting",f3e64ae5-b898-4ad9-9bb8-13fa078d2c75,bakery,300,daily,7,5,True,approved,False,evening+holiday,weekends,False,none,"accounts officer record maintenance, data entry, excel basics, basic accounting accounting bakery evening+holiday weekends",,,,,,,,
accounts officer,accounting,"record maintenance, data entry, excel basics, basic accounting",ae886786-5a0c-4feb-b6ca-f82b842ece42,supermarket,400,daily,10,3,True,approved,False,evening+holiday,weekdays+holidays,False,none,"accounts officer record maintenance, data entry, excel basics, basic accounting accounting supermarket evening+holiday weekdays+holidays",,,,,,,,
accounts officer,accounting,"record maintenance, data entry, excel basics, basic accounting",82bfa39c-0e95-49c3-82e4-9e6292aead07,retail shop,350,daily,10,10,True,approved,False,evening+holiday,weekdays+holidays,True,exam_break,"accounts officer record maintenance, data entry, excel basics, basic accounting accounting retail shop evening+holiday weekdays+holidays",,,,,,,,
assistant finance manager,retail assistant,"multitasking, shelf arrangement, store assistance, inventory support",15233216-c22b-4998-9745-37936c2faa8e,parts supplier,400,daily,2,5,True,approved,False,holiday,weekdays+holidays,False,none,"assistant finance manager multitasking, shelf arrangement, store assistance, inventory support retail assistant parts supplier holiday weekdays+holidays",,,,,,,,
accounts officer,accounting,"excel basics, record maintenance, basic accounting, data entry",5328d275-574f-4474-9c49-49ac4c8a07e3,supermarket,400,daily,3,10,True,approved,False,holiday,weekdays+holidays,False,none,"accounts officer excel basics, record maintenance, basic accounting, data entry accounting supermarket holiday weekdays+holidays",,,,,,,,
accounts officer,accounting,"excel basics, record maintenance, basic accounting, data entry",44748b90-5674-433a-a0bb-79d1dc990d6f,retail shop,300,daily,3,3,True,approved,False,holiday,weekdays+holidays,False,none,"accounts officer excel basics, record maintenance, basic accounting, data entry accounting retail shop holiday weekdays+holidays",,,,,,,,
"assistant manager, purchasing & admin",retail assistant,"shelf arrangement, multitasking, inventory support, store assistance",200ecfa6-aa1c-4edc-b381-2fea35a5370f,parts supplier,400,daily,12,10,True,approved,False,holiday,weekends,True,festival,"assistant manager, purchasing & admin shelf arrangement, multitasking, inventory support, store assistance retail assistant parts supplier holiday weekends",,,,,,,,
"assistant manager, purchasing & admin",retail assistant,"shelf arrangement, multitasking, inventory support, store assistance",c6affbd3-8988-461e-bea9-5f199cdc4869,retail shop,350,daily,12,5,True,approved,False,evening+holiday,weekdays+holidays,True,christmas,"assistant manager, purchasing & admin shelf arrangement, multitasking, inventory support, store assistance retail assistant retail shop evening+holiday weekdays+holidays",,,,,,,,
"assistant manager, purchasing & admin",retail assistant,"shelf arrangement, multitasking, inventory support, store assistance",8dd9d54b-bbbb-4b3c-b452-39b2e9bb349f,retail shop,450,daily,12,2,True,approved,False,evening,weekdays,True,exam_break,"assistant manager, purchasing & admin shelf arrangement, multitasking, inventory support, store assistance retail assistant retail shop evening weekdays",,,,,,,,
sales executive - franchise,sales,"customer interaction, communication skills, sales, stock handling",8a788b31-09d1-4eb0-8d20-efd434d745f6,retail shop,300,daily,12,5,True,approved,False,holiday,weekends,True,festival,"sales executive - franchise customer interaction, communication skills, sales, stock handling sales retail shop holiday weekends",,,,,,,,
sales executive - franchise,sales,"customer interaction, communication skills, sales, stock handling",dfdcf6b4-5414-45aa-b3f2-26f30f85ee64,supermarket,350,daily,2,8,True,approved,False,evening+holiday,weekdays+holidays,False,none,"sales executive - franchise customer interaction, communication skills, sales, stock handling sales supermarket evening+holiday weekdays+holidays",,,,,,,,
sales executive - franchise,sales,"customer interaction, communication skills, sales, stock handling",effe6901-804e-48b3-8d2c-d14047b31fd0,parts supplier,350,daily,10,3,True,approved,False,evening,weekdays,True,exam_break,"sales executive - franchise customer interaction, communication skills, sales, stock handling sales parts supplier evening weekdays",,,,,,,,
sales executive - franchise,sales,"customer interaction, communication skills, sales, stock handling",2a3d2113-6c04-4716-a69c-d233c2e2bdd9,clothing store,300,daily,7,5,True,approved,False,evening,weekdays,True,festival,"sales executive - franchise customer interaction, communication skills, sales, stock handling sales clothing store evening weekdays",,,,,,,,
accounts assistant,accounting,"basic accounting, data entry, record maintenance, excel basics",29ecc40f-e4f7-4e91-ad4e-fa69b9ae9b7b,petrol pump,450,daily,5,8,True,approved,False,evening+holiday,weekdays+holidays,True,onam,"accounts assistant basic accounting, data entry, record maintenance, excel basics accounting petrol pump evening+holiday weekdays+holidays",,,,,,,,
accounts assistant,accounting,"basic accounting, data entry, record maintenance, excel basics",c962a5ee-4ec4-430d-b9fa-01f144cd11b9,petrol pump,400,daily,10,3,True,approved,False,evening,weekdays,False,none,"accounts assistant basic accounting, data entry, record maintenance, excel basics accounting petrol pump evening weekdays",,,,,,,,
accounts assistant,accounting,"basic accounting, data entry, record maintenance, excel basics",325434bf-b3fe-4248-8560-1e3a692de21d,clothing store,350,daily,10,3,True,approved,False,evening+holiday,weekends,True,exam_break,"accounts assistant basic accounting, data entry, record maintenance, excel basics accounting clothing store evening+holiday weekends",,,,,,,,
accounts assistant,accounting,"basic accounting, data entry, record maintenance, excel basics",602026b7-2f17-4648-8f1a-bd2338fbb0a5,clothing store,300,daily,12,2,True,approved,False,evening,weekdays,True,summer,"accounts assistant basic accounting, data entry, record maintenance, excel basics accounting clothing store evening weekdays",,,,,,,,
finance executive / assistant finance executive,retail assistant,"inventory support, multitasking, store assistance",7578e488-65bc-4b5a-9c81-a2544719559a,bakery,400,daily,10,2,True,approved,False,holiday,weekdays+holidays,False,none,"finance executive / assistant finance executive inventory support, multitasking, store assistance retail assistant bakery holiday weekdays+holidays",,,,,,,,
finance executive / assistant finance executive,retail assistant,"inventory support, multitasking, store assistance",92f13dfd-5030-4138-a1ce-3bb8e60caf7c,bakery,350,daily,10,5,True,approved,False,evening+holiday,weekdays+holidays,True,exam_break,"finance executive / assistant finance executive inventory support, multitasking, store assistance retail assistant bakery evening+holiday weekdays+holidays",,,,,,,,
finance executive / assistant finance executive,retail assistant,"inventory support, multitasking, store assistance",921a262a-da7c-4539-8563-f52b027f4409,supermarket,400,daily,1,2,True,approved,False,holiday,weekends,True,exam_break,"finance executive / assistant finance executive inventory support, multitasking, store assistance retail assistant supermarket holiday weekends",,,,,,,,
finance executive / assistant finance executive,retail assistant,"inventory support, multitasking, store assistance",096eb165-2317-4f32-94cd-7296081274a1,bakery,350,daily,10,2,True,approved,False,evening+holiday,weekends,False,none,"finance executive / assistant finance executive inventory support, multitasking, store assistance retail assistant bakery evening+holiday weekends",,,,,,,,
"sales admin officer (5 days, masjid tanah, melaka)",sales,"stock handling, customer interaction, communication skills, sales",76de2a28-0a09-4500-a1c7-fd9c4b62120d,retail shop,400,daily,10,5,True,approved,False,evening,weekdays,True,summer,"sales admin officer (5 days, masjid tanah, melaka) stock handling, customer interaction, communication skills, sales sales retail shop evening weekdays",,,,,,,,
"sales admin officer (5 days, masjid tanah, melaka)",sales,"stock handling, customer interaction, communication skills, sales",a330d3b7-4963-4066-9dde-364987f50449,petrol pump,300,daily,3,2,True,approved,False,holiday,weekdays+holidays,True,exam_break,"sales admin officer (5 days, masjid tanah, melaka) stock handling, customer interaction, communication skills, sales sales petrol pump holiday weekdays+holidays",,,,,,,,
"sales admin officer (5 days, masjid tanah, melaka)",sales,"stock handling, customer interaction, communication skills, sales",68993fa1-9c1c-4d74-baad-582d7e96d643,retail shop,450,daily,7,10,True,approved,False,evening+holiday,weekdays+holidays,True,summer,"sales admin officer (5 days, masjid tanah, melaka) stock handling, customer interaction, communication skills, sales sales retail shop evening+holiday weekdays+holidays",,,,,,,,
"sales admin officer (5 days, masjid tanah, melaka)",sales,"stock handling, customer interaction, communication skills, sales",a45c7a08-de0e-4797-b5ec-7f7fe90c7a32,parts supplier,400,daily,3,8,True,approved,False,evening,weekdays,True,festival,"sales admin officer (5 days, masjid tanah, melaka) stock handling, customer interaction, communication skills, sales sales parts supplier evening weekdays",,,,,,,,
group reporting accountant,accounting,"data entry, basic accounting, record maintenance, excel basics",5c9a8f25-84f8-438c-bdc3-8a69be0ce468,parts supplier,450,daily,7,5,True,approved,False,holiday,weekends,False,none,"group reporting accountant data entry, basic accounting, record maintenance, excel basics accounting parts supplier holiday weekends",,,,,,,,
group reporting accountant,accounting,"data entry, basic accounting, record maintenance, excel basics",33b9fc62-a9f8-4287-b181-730fc535111e,supermarket,400,daily,3,10,True,approved,False,holiday,weekends,False,none,"group reporting accountant data entry, basic accounting, record maintenance, excel basics accounting supermarket holiday weekends",,,,,,,,
group reporting accountant,accounting,"data entry, basic accounting, record maintenance, excel basics",871e7037-bdfb-4711-a34a-5c200bc805ed,bakery,400,daily,1,10,True,approved,False,holiday,weekends,True,onam,"group reporting accountant data entry, basic accounting, record maintenance, excel basics accounting bakery holiday weekends",,,,,,,,
account cum admin executive,accounting,"data entry, excel basics, basic accounting, record maintenance",ebb34f36-37e7-44df-8f90-6950a480b90b,retail shop,300,daily,3,5,True,approved,False,evening+holiday,weekends,False,none,"account cum admin executive data entry, excel basics, basic accounting, record maintenance accounting retail shop evening+holiday weekends",,,,,,,,
account cum admin executive,accounting,"data entry, excel basics, basic accounting, record maintenance",931ea566-ea97-4dbc-8e98-1fbcc04d6480,clothing store,400,daily,10,8,True,approved,False,evening+holiday,weekends,False,none,"account cum admin executive data entry, excel basics, basic accounting, record maintenance accounting clothing store evening+holiday weekends",,,,,,,,
account cum admin executive,accounting,"data entry, excel basics, basic accounting, record maintenance",8905f5f5-a235-46e0-96fd-2b41d2188465,parts supplier,300,daily,12,2,True,approved,False,holiday,weekends,True,onam,"account cum admin executive data entry, excel basics, basic accounting, record maintenance accounting parts supplier holiday weekends",,,,,,,,
account cum admin executive,accounting,"data entry, excel basics, basic accounting, record maintenance",24e3f97d-0d71-4c0f-a1f5-bcc4b2f46957,clothing store,350,daily,7,3,True,approved,False,evening,weekdays,False,none,"account cum admin executive data entry, excel basics, basic accounting, record maintenance accounting clothing store evening weekdays",,,,,,,,
assistant accounts manager,accounting,"basic accounting, excel basics, record maintenance, data entry",0fec799f-c183-4e53-97a1-975ee94c053e,clothing store,350,daily,12,10,True,approved,False,holiday,weekends,False,none,"assistant accounts manager basic accounting, excel basics, record maintenance, data entry accounting clothing store holiday weekends",,,,,,,,
assistant accounts manager,accounting,"basic accounting, excel basics, record maintenance, data entry",86e3f203-444f-440c-bd2f-be7b18888d87,clothing store,450,daily,7,3,True,approved,False,holiday,weekdays+holidays,True,christmas,"assistant accounts manager basic accounting, excel basics, record maintenance, data entry accounting clothing store holiday weekdays+holidays",,,,,,,,
assistant accounts manager,accounting,"basic accounting, excel basics, record maintenance, data entry",398f3662-5170-4c2f-8d61-90d563f735af,clothing store,400,daily,3,8,True,approved,False,evening+holiday,weekends,False,none,"assistant accounts manager basic accounting, excel basics, record maintenance, data entry accounting clothing store evening+holiday weekends",,,,,,,,
key account executive,accounting,"excel basics, basic accounting, data entry, record maintenance",b5c5f17f-9293-468b-8aa7-316f61e5f74b,bakery,450,daily,12,8,True,approved,False,evening+holiday,weekdays+holidays,False,none,"key account executive excel basics, basic accounting, data entry, record maintenance accounting bakery evening+holiday weekdays+holidays",,,,,,,,
key account executive,accounting,"excel basics, basic accounting, data entry, record maintenance",bed5a594-fb84-463d-aa12-8e9cc279b889,clothing store,350,daily,1,8,True,approved,False,evening,weekdays,False,none,"key account executive excel basics, basic accounting, data entry, record maintenance accounting clothing store evening weekdays",,,,,,,,
key account executive,accounting,"excel basics, basic accounting, data entry, record maintenance",d6e45354-3d2b-4c4b-9185-f2844b2a3992,bakery,350,daily,10,2,True,approved,False,evening,weekdays,False,none,"key account executive excel basics, basic accounting, data entry, record maintenance accounting bakery evening weekdays",,,,,,,,
key account executive,accounting,"excel basics, basic accounting, data entry, record maintenance",fe782da8-7fc6-4a23-bc14-05adbdf6159d,supermarket,350,daily,7,3,True,approved,False,evening+holiday,weekdays+holidays,True,christmas,"key account executive excel basics, basic accounting, data entry, record maintenance accounting supermarket evening+holiday weekdays+holidays",,,,,,,,
company secretary assistant,retail assistant,"multitasking, store assistance, inventory support, shelf arrangement",b10dce01-64af-4720-99ca-08c227e617fe,parts supplier,300,daily,2,3,True,approved,False,holiday,weekdays+holidays,True,christmas,"company secretary assistant multitasking, store assistance, inventory support, shelf arrangement retail assistant parts supplier holiday weekdays+holidays",,,,,,,,
company secretary assistant,retail assistant,"multitasking, store assistance, inventory support, shelf arrangement",4467df56-c1c5-4b57-9465-93da03bff542,bakery,350,daily,10,2,True,approved,False,evening,weekdays,False,none,"company secretary assistant multitasking, store assistance, inventory support, shelf arrangement retail assistant bakery evening weekdays",,,,,,,,
company secretary assistant,retail assistant,"multitasking, store assistance, inventory support, shelf arrangement",3f9b0f3b-f89e-4e92-9cae-0551765c0a0d,petrol pump,350,daily,3,10,True,approved,False,evening+holiday,weekdays+holidays,False,none,"company secretary assistant multitasking, store assistance, inventory support, shelf arrangement retail assistant petrol pump evening+holiday weekdays+holidays",,,,,,,,
senior account executive,accounting,"data entry, basic accounting, excel basics, record maintenance",1216a8f6-b1a7-4133-a24c-6cda6f3a163b,supermarket,300,daily,10,2,True,approved,False,evening+holiday,weekdays+holidays,True,christmas,"senior account executive data entry, basic accounting, excel basics, record maintenance accounting supermarket evening+holiday weekdays+holidays",,,,,,,,
accounts clerk,accounting,"basic accounting, data entry, excel basics, record maintenance",f07996de-3299-49d6-93a5-25db111cb3fe,retail shop,350,daily,2,3,True,approved,False,holiday,weekdays+holidays,False,none,"accounts clerk basic accounting, data entry, excel basics, record maintenance accounting retail shop holiday weekdays+holidays",,,,,,,,
accounts clerk,accounting,"basic accounting, data entry, excel basics, record maintenance",05bf3ee2-6d84-4bf2-8346-4c6a588d1f28,bakery,350,daily,3,8,True,approved,False,evening+holiday,weekends,False,none,"accounts clerk basic accounting, data entry, excel basics, record maintenance accounting bakery evening+holiday weekends",,,,,,,,
purchasing executive/assistant,retail assistant,"multitasking, shelf arrangement, inventory support, store assistance",7554caef-69cc-4cd0-9d38-af28df1acd51,clothing store,350,daily,10,3,True,approved,False,evening,weekdays,True,exam_break,"purchasing executive/assistant multitasking, shelf arrangement, inventory support, store assistance retail assistant clothing store evening weekdays",,,,,,,,
sales executive/distribution executive,sales,"sales, stock handling, customer interaction, communication skills",3f600b96-5689-42db-8569-0bdfb8cd4f87,bakery,450,daily,2,8,True,approved,False,evening,weekdays,False,none,"sales executive/distribution executive sales, stock handling, customer interaction, communication skills sales bakery evening weekdays",,,,,,,,
sales executive/distribution executive,sales,"sales, stock handling, customer interaction, communication skills",e52539a8-8461-43b6-8f14-1ce5fee7d7f2,bakery,450,daily,1,2,True,approved,False,holiday,weekends,True,exam_break,"sales executive/distribution executive sales, stock handling, customer interaction, communication skills sales bakery holiday weekends",,,,,,,,
